Yr Mo Dy   RPT   VAL   ROS   KIL   SHA   BIR   DUB   CLA   MUL   CLO   BEL   MAL
72  5 18 10.79  9.29 10.37  5.63  8.79  3.71  3.21  3.92  4.00  2.71  6.83 11.54
72  5 19  9.79  9.83 13.33  8.42 10.63  8.63  8.87  8.75  9.04 10.37 11.38 14.00
72  5 20  7.12  7.50 11.25  3.96  8.79  2.67 10.04  4.58  6.79  8.54  8.17 15.25
72  5 21 15.09 11.67 13.37  5.58 11.29  6.17  9.50  9.75  7.38  9.92 15.00 18.16
72  5 22 20.00 16.29 12.29  9.46 14.83  9.87  8.08 11.25 10.34 10.71 19.33 14.67
72  5 23 20.17 13.79 18.12 12.04 15.63 10.13 12.25 11.87 12.54 14.96 17.96 24.54
72  5 24 22.67 21.46 18.08 10.04 20.54 12.12 13.33 17.88 15.21 15.92 27.16 22.95
72  5 25 25.12 21.17 21.17 13.79 23.09 15.54 19.75 17.00 16.96 16.17 28.12 24.25
72  5 26 28.79 26.00 23.63 16.83 33.04 17.88 24.50 20.41 21.62 17.79 27.71 29.50
72  5 27 23.42 14.42 16.92 13.25 17.96 12.75 18.00 14.17 16.46 15.41 17.33 21.79
72  5 28 17.88 15.37 15.50  9.00 19.29 10.37 15.00 15.67 13.59 13.29 24.58 21.46
72  5 29 21.84 19.55 17.83 12.46 23.58 13.13 20.08 17.92 17.33 17.50 26.38 28.04
72  5 30 19.08 15.59 13.37 12.25 20.04 12.83 19.55 16.33 16.62 16.42 20.04 23.25
72  5 31 10.04  6.92  8.46  5.63  9.92  5.83  7.96  7.21  9.33  7.83 10.13 12.25
72  6  1  5.58  5.25  5.91  2.17  4.92  1.58  3.25  4.12  4.08  4.38 11.58 11.87
72  6  2 16.13 15.21 13.92  6.83 13.75  9.08 10.63 13.25 11.25 12.54 21.21 22.13
72  6  3 13.79 10.21 11.83  5.71 11.08  8.25 11.38  8.96  8.83 10.96 19.00 17.92
72  6  4  6.29  7.54  4.75  2.62  6.42  4.54  4.58  7.67  4.71  7.71 16.04 11.96
72  6  5  9.96  6.38 11.38  4.88  3.83  5.00  5.96  5.04  4.21  4.08  9.17  7.50
72  6  6 10.21  7.08 10.83  5.79  6.67  3.46  6.92  4.12  4.29  3.92  7.41  8.67
72  6  7 15.71 10.21  9.25  7.29  9.29  6.92  9.04  7.58  8.96  9.67 10.58 11.96
72  6  8  9.29 11.00  8.29  5.09  9.75  5.83  9.04  5.66  6.79  5.33 12.12 11.58
72  6  9 14.96 15.50  6.58  5.66 11.04  7.58  7.50 11.04  7.96  8.87 16.71 15.09
72  6 10 16.79 14.04 11.08  8.71 12.04  7.25  9.00 10.92 10.50 14.37 15.09 20.54
72  6 11  9.50  9.79  8.25  3.08  5.54  1.87  6.00  3.21  2.83  5.66  7.21  9.96
72  6 12 10.04 13.92  3.63  2.37  8.21  5.46  4.71  7.83  5.21  6.83 10.83 11.08
72  6 13 12.21 11.96 17.25  7.83  8.25  6.42  9.08  9.33  6.54  7.00 12.21  9.71
72  6 14  8.00  6.75  9.25  5.37  6.42  3.04  3.08  5.46  5.37  4.88  7.17  9.71
72  6 15 10.71  8.75  5.46  5.09  7.71  4.33  6.92  6.38  5.50  6.25  8.42 10.41
72  6 16  7.38  5.37  6.17  3.29  6.54  4.17  3.54  6.17  4.88  4.00 12.17 12.79
72  6 17 20.75 18.29 18.46 10.13 16.50 13.13 15.04 16.38 12.87 15.37 23.42 22.54
72  6 18 16.66 12.38 12.08  9.71 15.12 10.41 13.00 12.87 11.58 11.25 17.25 20.00
72  6 19 14.67 12.92  8.75  7.00 12.79  9.33 11.63  9.59  9.29  9.29 14.79 14.88
72  6 20 19.00 15.71 14.25  7.17 15.29 10.71 10.83 13.67 10.54 12.08 22.46 20.12
72  6 21 15.59 14.04 15.59 10.21 16.75 12.83 18.38 14.88 15.71 14.21 21.25 25.17
72  6 22 15.75 12.75 11.21 10.50 15.83 12.04 15.29 15.21 15.54 15.04 18.63 25.12
72  6 23 10.37  8.96  9.38  6.04 12.67  8.25 12.58  6.17 11.00  8.67 14.92 16.50
72  6 24 11.58  9.71 12.42  5.54 11.50  7.71 11.17  9.42  9.92 10.13 16.79 14.50
72  6 25 11.58  9.59 13.33  5.21 10.63  7.75  8.21 11.50  8.21 10.83 19.55 17.21
72  6 26  5.63  6.87  9.75  5.58  7.00  4.67  5.91  7.29  5.37  6.50 14.12 10.37
72  6 27  9.71 10.04  7.04  6.25  8.87  6.63  8.71  5.79  6.42  5.09  9.79  9.00
72  6 28  4.63  7.83  9.54  4.96  9.17  6.63  7.87  6.79  7.92  6.38 12.67 12.58
72  6 29  6.92  9.21  7.04  3.46  5.25  3.33  5.09  5.09  4.67  4.75 14.83  9.87
72  6 30 14.83 13.29 13.21  7.12 12.83  9.38  9.79 11.96 10.96 12.00 21.84 17.79
72  7  1 11.83 11.87  8.08  6.04 13.04  9.29 12.71  9.71 10.63  8.04 17.29 17.12
72  7  2  9.00 10.08  8.63  5.21  9.42  7.04  9.04  5.88  8.54  7.21  9.17 12.21
72  7  3 14.50 13.92 13.25  6.04 13.92  6.42  8.75  4.29  7.83  3.79  6.87  8.75
72  7  4 14.58 10.04 16.58  5.17 10.34  6.00  7.62  4.92  7.92  4.33 11.71  7.50
72  7  5  7.58  9.04  8.46  5.04  9.71  6.13  8.42  6.46  8.96  5.75 13.37 16.66
72  7  6  9.17 11.50  8.29  2.83 10.13  5.33  5.00  8.08  5.91  5.17 12.96 10.67
72  7  7 12.46  8.71 12.25  5.91 11.63  7.54 10.92  6.04 10.83  7.83 11.67 15.46
72  7  8  6.79  7.17  5.71  2.33  7.50  3.88  4.17  5.04  6.38  4.00 12.17 12.42
72  7  9 11.79 12.96  9.08  5.58 12.38  8.25  9.92  8.92 10.21  7.25 15.71 15.79
72  7 10 13.92 14.46 12.75  7.87 18.05 10.92 15.25 11.17 13.46 11.21 18.58 22.37
72  7 11  9.50  8.42  9.08  3.58  7.75  4.63  8.04  5.71  7.21  4.63 11.58 13.67
72  7 12 10.04 10.08 11.87  6.08  9.87  6.50  7.29  9.08  8.50  8.17 14.46 16.33
72  7 13  3.25  7.12  6.46  3.08  4.38  3.00  3.79  4.67  4.12  3.96  7.71  8.71
72  7 14  2.75  3.96  4.50  1.21  3.17  1.00  2.50  2.92  2.88  0.67  9.08  4.08
72  7 15  4.75  1.96  9.42  1.54  2.33  2.67  3.54  1.33  4.75  1.38  4.50  4.88
72  7 16  6.25  3.92 15.00  4.04  3.79  4.21  4.33  2.42  6.34  2.62  7.54  4.21
72  7 17 11.54  5.37 19.04  5.46  6.63  6.29  6.58  5.58  7.92  5.13  9.33  2.92
72  7 18 12.67  4.71 17.04  4.50  6.38  8.00  9.96  5.66  8.58  3.54 10.29  4.75
72  7 19  3.37  0.96  9.92  2.79  3.63  2.42  4.08  2.13  4.79  1.83  9.71  2.50
72  7 20  2.13  3.08 10.25  2.33  5.46  1.63  3.67  5.21  3.79  1.71 12.00  6.17
72  7 21  3.00  1.42 10.46  2.50  4.83  2.88  3.08  2.67  4.29  2.58 12.87  7.50
72  7 22  4.38  2.50  7.87  3.79  4.08  1.17  3.21  0.67  2.62  0.79  5.21  8.67
72  7 23  4.42  3.92  5.00  2.37  5.75  1.75  4.29  2.13  4.00  1.46  3.33  4.08
72  7 24  6.92  3.96  5.09  2.46  6.38  1.38  5.46  5.00  4.42  4.08 11.83  8.42
72  7 25  4.17  3.63  3.88  3.58  4.63  0.54  4.21  2.67  3.63  1.50 12.87  9.04
72  7 26  4.54  2.58  9.87  2.25  3.46  1.21  4.04  1.33  4.38  1.29  6.50  4.96
72  7 27  4.71  3.54  5.79  1.29  4.17  0.79  2.33  2.21  1.92  0.96  5.25  6.04
72  7 28  7.96  5.50  5.50  3.46  5.75  2.62  3.75  3.54  6.00  1.87  8.71  4.21
72  7 29  7.62  6.29  7.50  4.17  4.33  3.21  6.17  1.71  5.75  3.25  7.79  7.04
72  7 30 10.92 13.54  8.33  4.54 10.71  5.25  5.09  7.41  7.08  4.71 14.83 10.34
72  7 31 22.42 19.41  9.00  8.00 15.83  7.29  8.33 10.67 10.13  6.29 17.25 12.79
72  8  1 21.87 15.16 17.37 11.46 13.79 10.75 12.42 10.37 13.00 10.92 15.41 19.29
72  8  2 14.88 10.46  8.25  7.25 10.08  5.13 11.50  8.33 10.71 10.17 13.08 18.12
72  8  3 12.29  8.63 11.29  4.04  5.33  2.46  8.63  5.37  6.34  4.71 12.42 10.46
72  8  4 13.62 11.08 10.75  8.12 13.62 10.21 17.54 11.54 13.17 10.79 13.08 18.05
72  8  5 11.46 12.46 11.42  6.34  9.21  6.63 11.21  8.08  9.08  7.00 14.62 13.83
72  8  6 14.04 13.75 13.25  7.33 10.13  6.25  9.83  8.92  6.21  7.38 17.08 13.62
72  8  7 13.88 10.71 14.12  7.08 10.13  8.21 12.62  8.92 10.17  8.04 11.50 12.50
72  8  8 14.79 12.58 11.00  8.25 13.21  8.04 14.12  9.71 11.96 10.54 12.67 15.16
72  8  9  6.92  7.75  6.92  4.67  8.12  6.08  9.87  6.83  8.71  6.38 11.83 16.50
72  8 10  5.75  7.12  6.67  2.58  7.41  4.79  7.17  5.54  6.46  4.42  7.96 10.50
72  8 11 11.46 14.17  7.87  5.66  8.67  6.38  6.92  9.21  8.08  6.75 21.37 15.75
72  8 12 15.96  9.17 10.41  6.92  8.08  9.59  9.92  7.41 10.58 12.12 10.71 18.75
72  8 13  6.04  4.79  4.50  1.96  1.87  0.87  3.92  1.17  2.50  1.71  5.00  5.91
72  8 14  6.17  5.91  5.63  3.04  3.54  2.17  7.04  4.42  4.88  4.08  9.33 10.50
72  8 15  7.83  5.63  7.92  3.00  4.58  1.67  6.67  2.25  4.25  2.54  7.21 10.54
72  8 16  8.29  7.46 10.29  5.04  8.75  7.29 11.54 10.88 10.41  8.63 18.91 20.71
72  8 17 17.37 10.25 12.71  9.21 11.83  9.13 15.12 11.25 13.08 10.63 13.25 19.75
72  8 18  9.96  5.04  8.08  3.42  5.37  4.25  8.87  3.50  7.75  6.38  8.38 14.75
72  8 19  4.92  2.13  6.29  1.75  5.54  3.92  8.58  3.79  6.79  4.00 12.79 15.37
72  8 20 10.34  6.87  7.17  4.08  8.00  5.41  8.25  5.21  8.12  5.41  6.29 11.17
72  8 21  5.83  3.75  7.79  1.63  2.04  0.75  4.29  1.13  2.62  2.67  3.17  8.71
72  8 22  3.75  2.21  4.67  1.42  1.54  0.92  2.62  1.42  2.79  1.42  3.50  6.75
72  8 23  7.21  2.96  5.50  2.88  2.92  3.00  7.92  4.04  5.33  4.71  7.29 14.58
72  8 24  7.25  1.96  9.62  3.42  1.63  1.79  5.00  2.54  4.88  4.12  4.21  9.67
72  8 25  7.62  2.33 17.83  3.29  3.63  5.09  5.88  3.17  6.34  3.29  8.17  7.17
72  8 26  8.04  1.42  9.54  1.25  2.17  1.38  6.71  2.54  6.00  3.54  5.79 10.58
72  8 27 10.34  2.54 10.41  3.33  5.50  2.71  6.13  4.25  6.08  3.13  4.38  9.87
72  8 28  8.17  5.09 11.42  2.25  4.00  2.04  6.83  2.92  6.13  3.92  4.42 10.54
72  8 29  6.08  1.63  8.12  2.13  3.92  1.50  6.92  2.62  6.21  5.37  3.21 11.08
72  8 30  5.37  4.08  9.62  2.67  3.13  0.08  4.88  2.13  2.83  1.25  3.79  7.75
72  8 31  7.00  2.46 16.04  2.29  3.46  3.04  5.33  2.17  4.92  2.13  6.54  5.66
72  9  1  8.83  1.92 12.67  2.92  2.50  1.29  3.67  1.79  4.46  1.67  3.75  3.83
72  9  2  6.08  4.67 11.17  3.13  2.58  2.08  4.75  2.58  4.00  2.71  6.63  6.83
72  9  3  8.71  6.08 19.50  5.66  7.38  4.46  6.38  6.58  6.71  5.00 11.46 11.38
72  9  4  4.58  5.83 18.46  5.71  6.29  4.29  5.91  6.83  5.21  3.17 13.17 12.08
72  9  5  3.96  2.08  5.09  1.13  2.08  0.67  3.96  0.54  1.96  0.29  5.09  4.04
72  9  6  8.54  4.88  8.67  3.00  4.79  2.67  5.96  4.33  4.67  4.63 11.29 11.67
72  9  7 10.46  7.87  7.83  4.46  7.67  5.09 10.00  4.63  8.96  5.25  9.50 14.42
72  9  8 10.54 10.71 19.62  3.42  5.13  2.58  6.17  2.54  3.58  2.58  6.54  6.92
72  9  9 14.21  8.79 14.58  6.54  8.54  4.67 10.67  4.71  9.46  7.38 10.83 14.92
72  9 10 10.46  7.38  8.04  4.21  7.62  6.21 11.58  5.37  9.21  7.54 12.17 18.38
72  9 11  9.83  9.29  8.25  4.83  8.25  6.58 12.38  6.13  9.92  7.04 12.58 14.25
72  9 12  9.96  6.79  6.92  5.00  6.17  4.08 10.67  5.37  9.17  6.17 10.63 16.08
72  9 13 13.33 10.17  9.59  6.00  9.08  5.54 10.13  6.75  8.83  7.04 12.67 16.04
72  9 14  6.54  4.67 13.62  3.58  3.42  0.87  5.00  0.96  3.37  1.08  5.66  2.83
72  9 15  5.33  2.67  5.37  1.54  1.92  1.42  4.54  1.96  2.33  0.79  3.79  4.38
72  9 16  6.96  3.33  7.00  2.75  3.25  2.00  7.58  2.88  6.00  1.63  6.58  5.63
72  9 17  7.21  5.63  9.13  2.75  4.42  1.00  3.88  5.17  2.37  0.71  5.41  5.29
72  9 18  7.75  4.46  8.00  2.71  2.17  0.96  4.50  2.46  2.21  1.33  3.58  8.00
72  9 19  6.79  4.42 12.42  3.08  1.87  1.17  5.83  2.83  2.79  1.38  2.83  5.25
72  9 20  5.25  6.58  7.41  2.37  4.17  3.88  6.17  9.59  4.71  6.87 14.42 15.12
72  9 21  6.63  7.92  8.87  3.21  3.46  2.33  7.08  5.75  4.75  5.33  9.29 13.54
72  9 22  6.63  7.17  6.17  1.04  3.54  2.21  4.38  5.17  3.25  0.75  8.50  7.67
72  9 23 16.00 12.96 11.87  3.46  5.41  5.50  7.87  8.42  8.00  3.96  9.33 11.25
72  9 24 12.75 12.62 13.33  4.46  8.08  4.88 10.29  8.79  8.04  4.42  7.38 12.75
72  9 25 11.42 11.08 10.75  3.37  5.88  3.88  6.63  6.21  5.21  4.71  8.54 12.50
72  9 26  8.79  9.79  6.25  1.50  3.08  1.71  3.54  3.71  2.00  2.29  6.17  6.00
72  9 27  4.63  5.63  3.42  1.00  2.25  1.17  3.50  2.17  1.71  0.46  4.71  5.83
72  9 28  6.29  9.13  5.58  1.79  5.71  3.63  2.54  6.00  3.54  4.38 13.08 10.88
72  9 29 15.92 14.88 11.71  7.50 10.54  9.25  8.33 11.92  9.13 10.13 24.54 19.00
72  9 30 23.04 16.62 15.63 11.63 12.42 11.34 11.50 15.09 13.29 14.46 21.25 20.04
72 10  1 14.17 12.62 11.17  6.38 11.29  8.25 11.42 10.37  9.21  9.25 15.04 20.38
72 10  2  9.59  6.50 10.25  3.96  2.46  2.29  9.13  7.00  7.71  4.63  7.67 13.54
72 10  3 10.41  3.54  5.75  1.25  1.42  0.33  3.50  2.75  4.08  1.08  3.17  7.46
72 10  4 10.54  5.17  8.71  1.29  1.79  0.46  4.04  3.33  4.17  1.67  3.46  3.75
72 10  5 18.88 16.66 11.92  5.21  9.42  5.41  7.04 10.00  9.50  7.04 13.00 11.08
72 10  6 15.12 12.79  7.62  3.46  8.12  4.54  5.75  7.46  6.63  5.83  9.50 12.00
72 10  7 10.88 12.79 10.58  5.66  9.38  6.21  5.50  7.46  6.92  5.33 11.08 12.96
72 10  8 16.71 14.17 15.92 10.13 11.38 10.25 10.08 11.79 12.54 14.09 14.96 17.75
72 10  9 10.41 10.88 11.54  5.46  6.17  4.29  7.71  6.00  7.00  6.79 10.17 11.67
72 10 10 13.75 13.33 10.83  5.46  7.92  4.38  9.38 10.17  7.75  7.33 18.71 17.88
72 10 11  8.71  9.08 12.62  4.96  6.63  5.09 11.25  7.67  7.79  5.58 13.50  9.33
72 10 12  8.67  6.38 11.54  2.37  3.88  2.17  5.75  4.67  3.29  2.08  8.38 12.83
72 10 13  7.17  5.83 13.17  3.71  2.79  3.33  5.91  3.13  4.46  1.79  3.88  3.33
72 10 14  9.00  6.83 16.17  5.50  5.58  4.83  8.87  6.54  6.75  4.17  8.92  6.75
72 10 15 12.71  7.87 13.46  5.04  6.38  4.83 10.29  8.54  7.50  5.13  8.67  6.13
72 10 16 11.58  6.79 12.38  4.00  5.13  3.04  6.75  5.54  4.63  2.88  6.13  9.83
72 10 17  8.79  5.91 14.83  4.92  7.29  3.58 10.50  7.38  7.04  3.04  6.25  8.33
72 10 18 11.87  6.75 15.46  5.83  6.83  3.71 11.34  7.41  7.41  1.87  5.09  7.38
72 10 19  8.63  7.96 13.62  4.92  5.63  1.54  5.83  6.29  5.13  3.63  9.13 14.09
72 10 20  9.17  7.50 16.25  5.50  5.21  2.96  9.08  6.58  6.75  6.96 11.67 17.79
72 10 21  8.46  5.13 10.96  4.67  5.75  4.71 10.88  8.04  8.75  5.79 12.17 20.41
72 10 22 11.46 12.58 10.67  8.04 11.25  9.92 20.62 15.63 15.12 14.25 20.25 28.21
72 10 23 10.00 12.83  8.79  6.63  9.83  7.08 14.00 10.54 10.67  9.79 13.83 23.16
72 10 24  4.83  7.96  6.46  2.75  5.79  4.17  9.33  5.58  6.71  5.50 11.71 15.41
72 10 25 11.83 11.34  8.87  4.21  9.21  5.83  9.17 10.25  8.71  9.25 19.38 20.04
72 10 26 17.50 15.34 17.00 10.13 13.46 10.96 12.38 13.37 13.33 14.33 16.46 23.04
72 10 27 11.92 14.09 13.00  5.09  7.38  4.08  8.33  8.33  5.33  5.04 15.83 12.25
72 10 28 17.04 16.83 14.12  8.04 11.58  9.71 11.96 12.46 11.67 12.54 22.37 20.54
72 10 29 22.00 17.41 21.42 12.29 15.00 12.62 12.87 14.58 14.12 16.46 25.17 25.75
72 10 30  3.67  5.21  4.42  1.42  4.42  3.75  6.42  4.75  5.09  4.71 11.42 18.58
72 10 31 10.71  6.25 11.04  3.88  4.38  1.13  4.58  3.37  3.75  1.71 12.54 13.13
72 11  1  4.79  8.38  8.25  2.33  5.63  7.17  9.25 11.21  8.63  9.59 17.75 18.91
72 11  2  7.54  7.33 11.46  2.13  4.08  5.63  8.12 10.41  7.75  9.13 18.41 19.55
72 11  3  9.42  8.38  9.87  3.33  5.04  4.12  8.50  6.38  6.46  4.63  7.33  9.71
72 11  4 12.25 11.67 12.96  4.17  4.92  3.25  3.79  5.63  5.41  3.17  7.67  6.71
72 11  5  4.92  6.42  6.38  2.37  3.17  2.67  3.88  5.96  3.92  3.50  9.38 10.71
72 11  6  7.12 10.13 12.92  3.00  4.88  6.08  8.46 10.75  9.25  8.42 14.79 17.62
72 11  7  9.79  8.46 10.79  3.13  3.96  2.25  6.50  3.46  5.79  3.37 10.83 15.75
72 11  8  7.38  7.79  5.71  1.42  5.83  4.38  7.67  7.41  6.21  6.50 15.54 20.96
72 11  9 26.83 23.00 21.84 13.29 15.92 13.50 18.29 16.75 15.71 16.33 26.75 33.21
72 11 10 15.67 19.08 10.63  8.71 12.46  7.12 15.54 13.13 12.12 11.04 23.25 28.96
72 11 11 17.83 18.25 11.38  9.42 11.79  8.33 15.83 13.59 14.54 11.12 22.17 27.25
72 11 12 21.50 20.12 15.96  9.04 12.71  7.41 12.33 10.63 10.88  8.79 13.62 14.46
72 11 13  8.46  8.63  8.08  3.92  5.46  4.25 10.17  5.50  8.33  5.46  8.12 16.04
72 11 14  8.50  6.54  8.08  2.58  3.71  2.04  7.67  2.37  5.41  3.58  7.29 12.92
72 11 15  7.29  7.29  5.71  1.04  3.71  3.08  8.63  4.25  5.88  4.38 10.04 18.96
72 11 16  7.92 11.04 14.29  3.63  4.12  1.58  6.71  4.29  3.46  1.29  6.87 13.75
72 11 17 12.25 10.41 13.62  3.37  4.38  2.08  9.25  4.92  5.00  4.04 11.08 14.50
72 11 18 17.83 14.21 15.75  6.21 10.88  7.83 10.88  8.33  7.75  8.75 11.38 18.00
72 11 19 18.63 14.79 15.04  6.21  6.96  5.33  8.29  6.54  5.96  3.83  7.33 13.17
72 11 20 19.62 26.46 14.37 11.87 17.58  9.42 14.50 10.37 13.00  6.34 12.25 11.54
72 11 21 14.96 16.88 13.50  9.33 11.50  8.54 18.91 12.33 14.46  9.87 16.71 13.92
72 11 22  8.71  8.83  7.87  3.88  6.00  3.79  9.96  5.79  7.83  5.66 12.42 22.63
72 11 23 10.21  6.13 11.50  3.75  3.75  2.33 10.83  4.54  8.58  8.29 10.00 22.88
72 11 24  7.29  3.46  9.50  3.08  2.25  0.29  6.71  1.75  2.83  1.67  4.29  8.46
72 11 25  5.37  2.62  8.12  2.62  6.29  3.42 11.75  6.67  8.33  5.41 11.00 18.71
72 11 26  7.50 10.17  5.96  1.67  5.29  3.83  7.87  7.00  3.58  4.92 14.83 16.46
72 11 27 23.38 22.46 19.75 12.96 13.92 13.96 15.96 18.58 14.17 17.67 27.58 25.84
72 11 28 13.08 17.00  9.62  6.21 11.50  8.79 15.00 10.21 11.17 11.83 18.79 25.46
72 11 29 18.21 17.58 17.83  9.96 11.71 11.34 16.96 12.04 12.33 11.67 18.88 21.62
72 11 30 13.17 17.04 10.34  6.29 11.21  9.04 14.62 10.46  9.75  9.29 16.92 18.00
72 12  1 20.58 17.92 18.46  9.62 16.75 13.21 18.29 12.75 13.83 13.83 22.42 26.20
72 12  2  6.00 10.21  4.75  0.87  7.17  4.92  5.37  5.58  3.71  1.71  8.08  9.59
72 12  3 16.71 16.88 12.29  7.46 10.13  9.46 13.25 10.67  8.67  8.00 14.00 17.08
72 12  4 20.21 22.79 16.83 11.00 12.00 10.79 19.38 10.71 13.04 11.54 14.25 20.54
72 12  5 25.58 20.46 22.08 10.37 18.46 15.25 21.71 17.92 16.79 16.29 27.50 29.83
72 12  6 16.88 17.67 11.58  5.54 12.08  9.59 12.87  8.83  7.75  8.50 12.87 18.63
72 12  7 11.38 14.46 11.46  6.83 11.75  9.83 15.29  8.87 10.17  8.21 12.38 12.54
72 12  8 11.08 10.08  7.21  2.08  4.67  3.67  6.87  3.67  3.21  2.13  4.75  6.92
72 12  9 11.75 12.67 10.04  3.71  8.67  8.08 13.37 10.00  8.50  8.46 17.25 20.08
72 12 10 15.46 18.50 12.67  6.42 13.88 11.00 17.50  9.33 11.79 11.50 19.00 22.71
72 12 11 24.13 22.04 20.62 13.08 17.37 14.88 15.92 16.13 13.29 16.38 29.08 26.54
72 12 12 20.25 18.63 17.33 10.17 16.42 14.62 16.92 16.46 14.04 16.17 27.21 26.25
72 12 13 14.88 14.17 16.29  7.62  8.75  9.50 11.46 11.29  9.38 11.54 22.92 25.62
72 12 14 25.96 23.45 20.04 18.46 19.04 15.71 19.08 19.12 15.12 14.92 24.25 20.79
72 12 15 17.50 23.42 16.66 11.38 15.71 13.46 14.54 14.37 12.75 11.12 19.46 19.87
72 12 16 16.25 16.13 15.21  9.96 12.50 10.88 13.88 12.08 11.38 10.92 15.29 20.17
72 12 17 20.71 25.17 17.12  9.79 18.41 13.70 17.71 16.62 12.83 11.42 20.38 25.66
72 12 18  9.87 16.04 14.33  8.25 13.75 11.58 15.71 10.63  9.38  6.17 13.79 25.50
72 12 19  9.59 13.37  8.96  6.46  7.33  7.29  5.29  9.87  8.87 10.46 25.46 19.83
72 12 20  8.46 12.08  8.42  5.17  7.46  7.17  2.13  9.59  6.54  5.37 20.54 18.16
72 12 21  1.79  2.21  3.96  0.37  1.71  0.92  2.08  2.25  0.71  0.92  6.17  9.59
72 12 22  5.91  9.00  4.75  2.17  6.08  3.79  2.62  5.46  4.54  4.17 14.88 15.29
72 12 23 13.00 10.71 10.29  3.04  6.87  4.88  8.96  5.58  8.17  6.87 13.88 18.08
72 12 24 15.00 16.62 13.96  5.17 11.38  9.29  9.71  9.96  9.00  7.41 14.42 14.88
72 12 25 26.71 23.54 23.33 16.50 23.63 18.25 21.46 21.37 19.75 21.29 27.46 31.25
72 12 26 14.29 12.33 11.96  5.41  8.92  6.54 11.08  9.13  9.59  9.17 12.62 15.79
72 12 27 19.04 11.58 21.42 10.92 12.29 12.87 18.41 13.00 12.42  9.79 12.42 14.50
72 12 28 30.42 20.30 17.08 14.12 14.17 11.96 14.33 12.42 13.70 11.54 15.87 16.04
72 12 29  8.04  7.83  9.25  3.37  4.79  3.58  5.88  5.33  5.50  4.58 17.21 14.67
72 12 30 13.62 14.67 11.83  7.54 11.04  8.54  7.83 12.00 11.29 12.12 21.04 25.00
72 12 31 13.83 14.46 15.87  9.75  8.71 11.00 10.67 11.54 11.50 10.75 18.00 17.50
73  1  1 16.50 15.92 14.62  7.41  8.29 11.21 13.54  7.79 10.46 10.79 13.37  9.71
73  1  2 15.75 12.12 15.04  8.00  8.79 10.41 13.25  9.67  9.04 10.17 12.29 14.04
73  1  3  7.38  9.33  9.17  2.21  3.13  2.54  5.33  1.63  4.46  0.71  2.83  5.63
73  1  4  2.92  4.58  4.63  1.00  2.75  0.96  4.50  0.46  3.08  0.79  4.12  4.17
73  1  5  6.42  6.79  6.25  1.33  3.29  1.00  2.71  1.79  3.13  0.58  3.67  4.83
73  1  6 10.58  9.04  7.54  2.25  5.96  3.00  5.79  4.50  5.54  3.08  5.37  6.04
73  1  7 12.08 10.88 10.13  4.25  6.13  4.96  5.63  6.34  5.25  4.08  6.46  7.87
73  1  8  7.75  8.12  3.54  0.63  5.21  2.88  2.67  1.25  2.58  0.33  5.00  6.79
73  1  9 12.17 12.08  6.21  1.50  8.38  5.41  3.13  6.42  3.08  1.21  8.63  7.79
73  1 10 14.46 14.37 11.58  3.58  9.08  6.42  8.29  7.54  6.21  5.37 10.71 10.29
73  1 11 15.79 14.75 15.71  7.38  8.58 10.29 11.58 10.34  8.42  8.42 12.79 13.04
73  1 12 22.37 16.92 22.04 13.54 15.16 14.37 17.41 13.79 15.37 16.66 16.66 23.63
73  1 13 12.71  2.67 13.42  5.46  7.33  6.63 10.00  4.25  8.50  7.62  4.83 14.79
73  1 14 22.00 21.71 18.05 11.08 17.16 13.17 12.96 10.79 11.87 11.46 16.08 17.12
73  1 15 14.33 19.62 11.71 10.88 17.33 14.00 22.04 16.54 15.83 18.96 25.37 30.37
73  1 16  7.38  4.17  4.42  1.75  4.63  3.33  7.92  2.21  4.42  3.75  7.00 14.09
73  1 17  6.42  3.08  8.38  1.54  2.83  0.13  4.50  0.79  0.67  0.04  7.12  6.50
73  1 18 23.67 22.37 15.87  7.67 18.58 13.50 12.17 15.09 11.87 11.58 22.67 23.45
73  1 19 17.21  8.42 25.08 13.75 10.08 13.17 25.12  7.75 19.12 20.83  8.63 32.66
73  1 20 11.17 12.00  7.50  4.96  9.59  5.21 11.12  7.46  8.33  6.83 14.25 17.54
73  1 21 11.58  8.17  7.62  4.63  7.83  5.71 14.71  5.50 10.13  7.71 11.38 24.25
73  1 22 10.96 12.58 11.71  2.75  9.00  7.25 11.29  7.71  7.54  5.75 13.42 16.33
73  1 23 10.34 12.25  8.92  3.33  9.42  7.96 12.87 11.25  9.33  8.08 17.29 14.50
73  1 24 13.37 16.96 10.67  4.29 10.04  7.54  9.54 12.50  9.17 10.21 21.00 19.55
73  1 25 15.54 14.17 12.75  7.67 12.00 11.38 12.83 10.83 12.50 10.63 16.25 16.75
73  1 26 15.37 16.75 13.13  7.33 14.79 11.21 16.71 12.12 13.33 11.08 17.88 21.29
73  1 27 15.50 16.42  6.04  5.04 13.29  5.58  6.83  8.38  8.00  3.00  9.46 10.75
73  1 28 16.08  7.67  7.96  6.75  9.71  7.75 13.08 10.41 11.58  7.62 13.04 15.00
73  1 29 10.21 11.42  8.04  4.21  7.25  6.92  9.59 10.17  9.38 10.54 15.34 16.79
73  1 30 15.25 18.50 10.75  7.79 12.08  8.71 14.71 10.63 11.54 10.50 18.50 18.66
