time,video_title,type,comment,video_id,Sentiment_Score_Trans,Translated_Comment
2022-08-14,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,還以為G社只有代理LOL,HcGkDrDAm08,1,I thought that the G agency only had an agent lol
2022-08-14,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,拒買蝦皮，拒用中國品牌，盡量少用中國製造的商品！,HcGkDrDAm08,1,Refusing to buy shrimp skin and refuse to use Chinese brands to try to use Chinese products as little as possible
2022-08-13,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,哎唷 是PChome24h 自己不爭氣啦！不過我還是會盡量抵制蝦皮😂,HcGkDrDAm08,3,"Oops, PCHOME24H is not angry myself, but I still try to resist shrimp skin as much as possible"
2022-08-13,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,很多好用的物美價廉的仿冒品,HcGkDrDAm08,5,Many easy -to -use quality and cheap counterfeit products
2022-08-11,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮沒進中國? 認真嗎?,HcGkDrDAm08,1,Didn't the shrimp skin not enter China seriously?
2022-08-11,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,👍👍👍,HcGkDrDAm08,0,Translation Error
2022-08-11,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,PChome還是我最常用的網購<br>但不知為何，它一天賺不到兩萬，比賣水餃還不如?<br>成本都花銷都那兒了? 養肥貓?,HcGkDrDAm08,3,"PCHOME is still my most commonly used online shopping BR, but I don’t know why it earns less than 20,000 a day than selling dumplings."
2022-08-11,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮根本就是滔寶直接在各國開的賣場還有自動幫店家將滔寶資料搬到蝦皮的服務。便宜的小東西上蝦皮，有能力的滔寶買，有品牌的東西找MOMO，就是現在大部分人的模式,HcGkDrDAm08,5,Shrimp skin is simply Tao Bao's stores directly in various countries and automatically help the store to move Tao Bao's information to shrimp skin. Small things are cheap on the shrimp skin.
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,戰狼玩法 阿里 騰訊 等等 先用資金拖垮小的 然後壟斷市場 蝦皮來台灣先砸錢 燒錢 補助運費 廣告猛砸 然後上市吸金補充 再延續下去 把對手搞得沒法做 開始漲價 阿陸仔都這樣玩的 反壟斷法 台灣沒有 它憑什麼來台先砸幾十億 有幫阿陸洗錢嫌疑 因為騰訊 中國政府的公司 有三成以上持股 灣本土的網路平台都被砸死了 ㄧ直用燒錢 來玩垮臺灣 上面的產品也只是淘寶搬家 現在蝦皮玩店到店看來超商實體店也危險<br>壟斷後不停漲價 這就是壟斷 大財團 托拉斯 政府都不會看嗎？ 壟斷 印度就知道保護自己 所以 台灣本土的必掛 蝦皮必勝,HcGkDrDAm08,1,"War Wolf gameplay Ali Tencent, etc., first use funds to drag the small funds, then monopolize the market for shrimp skin to come to Taiwan to smash money to burn money to subsidize the freight advertisement.The antitrust law, which is playing like this, did not come to Taiwan to smash billions of sideways in Taiwan. It was suspected of helping Aku's money laundering because of the Tencent Chinese government's company's company with more than 30 % of the online platforms holding the bay bay.Burning money to play the products above Taiwan are just Taobao moving. Now the Shrimp Skin Shop to go to the store seems to be in dangerous BR monopoly.Knowing that protecting yourself, the must -hang shrimp skin will win in Taiwan"
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,沒進中國，但裡面的賣家大多賣中國貨，若沒這樣的交易收入，它是能撐多久,HcGkDrDAm08,1,"Most sellers who have not entered China, but most of the sellers sell Chinese goods without such transaction income, how long can it be supported?"
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,下次等蝦皮退出台灣市場不錯,HcGkDrDAm08,1,Wait for the next time the shrimp skin to withdraw from the Taiwan market is good
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,Pchome 外行看。就是基本功<br>完全沒放在心上<br>掛 不意外,HcGkDrDAm08,4,PCHOME layman looks like the basic skills.
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮賣場抽成漲到7%了,HcGkDrDAm08,5,Shrimp Skin Store has risen to 7
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,前進中國他媽你打的贏淘寶跟京東嗎？廢物,HcGkDrDAm08,1,"Go to China, the fucking, do you win Taobao and Jingdong?"
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮不是不進中國=&quot;=，他就是中資騰訊投資的公司用來打中國以外市場的，先從遊戲代理開始打入東南亞當地市場，等到建立起可信任的當地團隊之後，就開始延伸到其他產業<br>蝦皮的成功就只是中國大企業補貼出來的，資安爛網頁差靠著補貼打入台灣價格敏感市場，pchome的失敗是因為不在乎本業，最基本的搜索功能都做不好，也不要求上架商品提供完整的資訊,HcGkDrDAm08,1,Shrimp Skin is not not entering China Quot. He is a company invested by Chinese Tencent. The company used to hit markets outside China began to enter the local market in Southeast Asia.It's just that the financial security webpage subsidized by Chinese enterprises is badly hitting Taiwan's price -sensitive market PCHOME because it does not care about the most basic search function of the industry.
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,pchome就比較貴 連看都懶得看,HcGkDrDAm08,2,PCHOME is more expensive and too lazy to see
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮搞店到店也花了不少錢吧。<br>感覺還是沒便利商店好用,HcGkDrDAm08,3,Shrimp Skin also spent a lot of money on the store to go to the store. BR feels that it is not convenient to use it. The store is easy to use.
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"<a href=""https://www.youtube.com/watch?v=HcGkDrDAm08#t=2m40s"">https://www.youtube.com/watch?v=HcGkDrDAm08#t=2m40s</a><br><a href=""https://www.youtube.com/watch?v=HcGkDrDAm08#t=12m10s"">https://www.youtube.com/watch?v=HcGkDrDAm08#t=12m10s</a><br>我是理解錯甚麼嗎? 蝦皮是做很大但是幾乎不賺錢，這是算是哪一方面打臉..可以被定義為成功的例子?",HcGkDrDAm08,2,"a hrefhttpswwwwyoutubecomWatchVHCGKDRDAM08T2M40SHTTPSWWWWWYOUCOMWATCOMWHCGKDRDRDRDRDRDRDRDRDRDRDAM0SABRA HREFHTTPSWWWWYACGKDRDRDAM08T 12m10shttpswwwwyoutubecomwatchvhcgkdrdam08T12M10SABR, am I understanding what the shrimp skin is big, but it is almost not profitable. This is an example that can be defined as a successful face."
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"<a href=""https://www.youtube.com/watch?v=HcGkDrDAm08&amp;t=3m36s"">3:36</a>蝦皮沒進中國，在影片的後面也有說，因為他的最大股東就來自中國騰訊，高達37%股權，即便到了今天大量減資也還有18%左右，說蝦皮沒靠中國也活得很好，還需再多多釐清。",HcGkDrDAm08,1,"A hrefhttpswwwwyoutubecomwatchvhcgkdrdam08AMPT36S336A Shrimp Skin did not enter China. It is said that because his largest shareholder is from China Tencent 37 equity, even if a large amount of capital reduction, there are about 18 that the shrimp skin does not depend on China."
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"PChome被爆打的應是富邦媒MOMO吧,MOMO年營業額仟億己快追過台灣CostCo了,排在零售通路第4名(次於統一、全聯、台灣COSTCO),MOMO網頁瀏覽很順,服務好,速度快PChome不是對手",HcGkDrDAm08,1,PCHOME is beaten by Fubang Media MOMO Bar MOMO's annual turnover of 100 million.
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,上次在銘傳城區部附近看到MOMO的倉庫! 嚇死我了，在北市裡弄倉庫!!那要花多少錢阿!!真是財力夠,HcGkDrDAm08,2,"Last time, I saw MOMO's warehouse near Mingchuan City's area scared me. How much does it cost to get in the warehouse in Beijing?"
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮有活動比較有人買，如果不是逛蝦皮買到的，其實臉書社團找，再用7-11的賣貨便更便宜，蝦皮抽太多，賣家很難賺，沒算好還會虧錢。,HcGkDrDAm08,3,"There are people who buy shrimp skin. Some people buy it. If you don’t buy Shrimp Skin, the Facebook Club will be cheaper to use 711 and sell it cheaper."
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮是淘寶的副牌，這個人腦袋......,HcGkDrDAm08,5,"Shrimp Skin is Taobao's sub -brand, this person's head"
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,你的資訊很專業呢,HcGkDrDAm08,5,Your information is very professional
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,浩鼎股票代號：4174推一個,HcGkDrDAm08,5,Haoding stock code 4174 push one
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,看增資時間點與跳水時間點~就知道割韭菜的開始了~畢竟掛牌也才十來塊~也算回到基本面而已,HcGkDrDAm08,4,"Seeing the capital increase time and diving time, you know that the start of leeks cut."
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"政府應留意蝦皮, 這一定有問題,它的使命, 應是消滅台電商,和網拍.",HcGkDrDAm08,3,The government should pay attention to the problem of shrimp skin.
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,建置成本高？？<br>電商，網購會成本高，就怪怪的。,HcGkDrDAm08,3,The cost of construction cost is high.
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮這樣也不是虧錢啊，這個策略或許再過幾年就打趴其他家了,HcGkDrDAm08,3,Shrimp skin is not a loss of money. This strategy may be in a few years in a few years.
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,下詔罪己,HcGkDrDAm08,5,Sin Sin
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,台灣地小人稠，所以可以用有計劃的經濟去驗證市場，從城鄉到繁市，雖小卻齊備,HcGkDrDAm08,4,The villain in Taiwan can use a planned economy to verify that the market has been prepared from urban and rural areas.
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,掏皮吧還蝦皮勒<br>看看都賣些什麼,HcGkDrDAm08,5,"Take the skin, let ’s see what you sell"
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,精彩,HcGkDrDAm08,5,Wonderful
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,作為一個常網路購物的消費者，<br>PCHOME的頁面真的有夠難看..<br>整個畫面都塞滿!<br>很討厭..<br>光畫面感就讓我下次不想使用了..<br>相比之下momo好多了!,HcGkDrDAm08,1,"As a consumer of consumer BRPCHOME who is always online, there are really ugly. The entire picture of BR is full of BR."
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,Momo 真的屌打 pchome,HcGkDrDAm08,5,Momo really hits pchome
2022-08-08,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,一堆人說沒用蝦皮，但是使用者市占率卻一直成長，根本沒人會介意你有沒有使用，另外這個影片很多重點都沒說，坦白說就是淺，一堆人很小看蝦皮的護城河，我只能呵呵,HcGkDrDAm08,2,"A bunch of people say that there is no shrimp skin, but the share of users has always grown at all. No one will mind whether you have used it. There are many points of this video."
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,Momo 好用,HcGkDrDAm08,5,MOMO is easy to use
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,garena,HcGkDrDAm08,3,Garena
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,看完一個心得<br>影片內容跟背景音樂好不搭....<br>也許改用音效會更適合<br>尤其用快轉的看(第一次看覺得主持人講話好慢)背景音樂極度干擾<br>但對內容有興趣所以還是忍住看完了<br>還是期待下隻影片,HcGkDrDAm08,3,"After watching a experience, the content of the BR movie and the background music is good or not, it may be more suitable for BR, especially if you look at it for the first time.After watching, I still look forward to a video"
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,PCHOME經營腦袋出了大問題 不倒閉才有鬼 面對競爭不思長進 卻只想用損人以利己的方式坑殺廠商來擴大自己的利潤 供應商吃了幾次虧 自然就不願意再配合 當然會出現客人下單供應商不出貨的狀況 或是在PCHOME一定要把售價提高 以免自己被坑到虧本<br>冰凍三尺非一日之寒 直到此時還沒搞懂自己毛病在哪裡找了一堆歪理 MOMO同樣只做台灣市場 能夠風生水起 差別在哪裡 無非就是利人利己 每個活動都是MOMO減少抽傭 供應商樂意配合降價 道理很簡單 但PCHOME做不到 這種企業早該淘汰,HcGkDrDAm08,2,"PCHOME has a big problem with a big problem without closure. Only when there is no closure, there are ghosts facing the competition but only wanting to kill manufacturers in a way of losing their own profit to expand their profits.There will be a situation where guests order suppliers do not ship or they must increase the price in PCHOME to prevent them from being pitted to the loss of three feet in the loss of three feet.A bunch of distortions MOMO also only do the Taiwan market that can be different. Where is it? Every activity is that every activity is that MOMO reduces commission suppliers to cooperate with price reduction."
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮跟MOMO目前真是覺得最好用的網購,HcGkDrDAm08,5,Shrimp Skin and MOMO are really the best online shopping for online
2022-08-09,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,我只在這兩個買,HcGkDrDAm08,1,I only buy these two
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,詹宏志薪資歸0也沒用<br>完全不懂消費者要什麼<br>這種愚蠢的決策者<br>PChome不用蝦皮也會消失,HcGkDrDAm08,1,"Zhan Hongzhi's salary 0 does not use BR without understanding what consumers want what BR, such a stupid decision maker, BRPCHOME, will disappear if it does not use shrimp skin."
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮用的策略就是中資的那一套，蝦皮是不是中資企業，就算老闆改國籍有用嗎？,HcGkDrDAm08,3,"The strategy of shrimp skin is whether the set of shrimp skin of Chinese capital is useful for Chinese companies, even if the boss changes the nationality, is it useful?"
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,PCHome只知道跟人家拼免運卻不願改善使用界面，倒了也是剛好，主事者腦袋有洞，完全都不知道這點嗎,HcGkDrDAm08,2,PCHOME only knows that fighting with others but unwillingness to improve the interface of usage. I just have a hole in the head of the host.
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,目害皮!!,HcGkDrDAm08,5,Wicked skin
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,PCHOME真的有夠爛！,HcGkDrDAm08,1,Pchome is really bad enough
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,x皮不是橘的而是紅的、永遠不會買他們上面賣的東西！pchome的客服品質也要提升,HcGkDrDAm08,1,"X skin is not orange, but red, will never buy what they sell on the customer service, the quality of the customer service of them must be improved."
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,建議pchome一定要改變使用介面、還有拿出有競爭力的價格，政府也該對假外資真中資的電商動手了！,HcGkDrDAm08,4,It is recommended that PCHOME must change the use of interfaces and the price of competitiveness.
2022-09-20,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,後台硬 怎麼可能動手:),HcGkDrDAm08,3,How can you do it in the background hard
2022-08-12,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,介面真的難用 價格可以差不多 折價券可以模仿看看蝦皮 出那種使用範圍廣的折價券,HcGkDrDAm08,2,"The interface is really difficult to use the price, you can almost fold the coupon, you can imitate it to look at the kind of discount coupon with a wide range of uses."
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,一堆蝦皮賣家在靠北蝦皮那邊喊一些費用被調高了，說要退出蝦皮，我就覺得是能退去哪，還不是照常經營，反正是匿名,HcGkDrDAm08,1,A pile of shrimp skin sellers shouted some costs on the north shrimp skin. I think that I can withdraw from the shrimp skin.
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"詹宏志... 扶不起的阿斗. <br>20年的老東西PChome, 能20年都不改, 死皮賴臉賺錢也真是夠厚臉的. <br>賺的錢都足夠好幾次重新打造整個購物網站, 懶 安逸 小確幸 是PChome這種上一代老人經營台灣企業的劣根.",HcGkDrDAm08,2,Zhan Hongzhi can't afford Adou BR 20 years old PCHOME who can not change the skin and make money for 20 years. It is really enough to make money.The inferior root of the elder generation of the elderly runs Taiwanese enterprises
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"中國,印度,是世界最多人口過剩的地區",HcGkDrDAm08,1,"India, China and India, are the world's most excess population areas"
2022-08-07,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,Pchome就慣老闆思維，不思進取只會找藉口只會喊口號，台灣這種舊時代老闆比比皆是，不知道對手優點更不知道自己的缺點，台灣玩不下去，用過中國電商，pchome 進中國絕對死得更快,HcGkDrDAm08,3,PCHOME is used to the boss's mindless thinking. It will only make excuses that you will only shout that the old era of Taiwan.Faster
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,優質節目,HcGkDrDAm08,5,High -quality program
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,政治上反中<br>生活是淘寶<br>金蝦或銀蝦<br>台灣人蝦蝦,HcGkDrDAm08,1,Political anti -China -China life is Taobao BR gold shrimp or silver shrimp BR Taiwanese shrimp shrimp
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,要不那個分段的BGM就別放了吧<br>突然打斷的感覺非常重,HcGkDrDAm08,1,"Don't put it on that segment BGM, don't let it go. The sudden interruption of BR feels very heavy"
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"<a href=""http://www.youtube.com/results?search_query=%23%E8%BF%BD%E5%8A%87%E6%99%82%E9%96%93emmy"">#追劇時間Emmy</a> <br>請問 <a href=""https://www.youtube.com/watch?v=HcGkDrDAm08&amp;t=15m29s"">15:29</a> <br>為何蝦皮財報要特別強調 台灣不喜歡中國投資人 ?? <br>但 所以他的目的是希望中資進入?? <br>不然 台灣作為他近20%營收地區 強調這點 對他有捨麼好處??? <br>反而強調負面資訊 不是更不好嗎?",HcGkDrDAm08,1,"a hrefhttpwwwwyoutubecomResultsSearch_query23E8BFBDE58A87E69982E99693EMMY Time Emmya Br involved in A HREFHTTPSWWWYOUTCOMWHCGKDRDAM08AMPT15M215m215m215M2 The 9S1529A BR should especially emphasize that Taiwan does not like Chinese investor br, so his purpose is to hope that Chinese capital will enter BR.The benefit of the house is that it is not even better to emphasize that negative information is not good"
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮不是中國的，印度封殺他幹嘛呢,HcGkDrDAm08,1,Shrimp skin is not a Chinese India blocked him.
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,不知所云？重點在哪裡？想告訴聽眾什麽？,HcGkDrDAm08,3,I don't know where the focus is on what to tell the audience
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮不再有運費補貼大家還買嗎，台灣的營銷成績很大一部分是辛苦的超商店員撐起來的,HcGkDrDAm08,1,Shrimp skin no longer has freight subsidies. Do you still buy a large part of Taiwan's marketing results?
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,Thanks!,HcGkDrDAm08,1,That
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"股價高的時候公司增資從股市拿錢, 然後股價再跌死<br>這種股票真的不能買",HcGkDrDAm08,2,"When the stock price is high, the company's capital increases money from the stock market and then the stock price will fall to death."
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,難怪蝦皮一直把賣家的手續費越調越高 很多賣家都在罵 其他電商不是價錢比不上蝦皮就是收尋系統爛到爆 找不到東西又不會改進 也沒什麼活動😮‍💨這幾天中國一直🈲️ 台灣政府也硬起來把蝦皮關了 應該有益台灣廠商的競爭力,HcGkDrDAm08,1,"No wonder shrimp skin has been tuned the seller's handling fee, and the higher the seller is scolding other e -commerce companies that are either the price is not comparable to the shrimp skin or the system is rotten to find things and can not be improved.The government also touched the shrimp skin. It should be beneficial to the competitiveness of Taiwanese manufacturers"
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,身為一個蝦皮1年多的個人小賣家，覺得蝦皮APP是真的蠻好用的，但還是希望台灣其他電商加油。<br>蝦皮客服的態度、程式問題、盜圖問題、盜版問題等等一大堆問題，從來都不處理。<br><br>不少賣家都反映過一堆問題，但沒有半個解決的，還一直漲手續費，就為了發展自己的物流、店面等等。<br><br>要不是其他電商不夠有力，早就從蝦皮跳走了。(奇妙的是 類似這段的話傳給蝦皮客服後，整整1個月超少訂單..)。,HcGkDrDAm08,1,"As a personal small seller who is more than a year of shrimp skin, I feel that the shrimp skin app is really pretty good, but I still hope that the attitude of other e -commerce refueling BR shrimp skin customer service is the problem of piracy.Many Sellers who deal with BRBR have reported a bunch of problems but have not been solved, and they have been rising. It has been rising. It has been to develop its own logistics store. If it is not enough for other e -commerce companies, it is not strong enough.The words of this paragraph are passed on to the shrimp skin customer service for a full 1 month for a full number of orders"
2022-08-10,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,蝦皮是我用過最好用的電商介面，其它家的真是慘，有錢竟然會請不到人才，到底怎麼辦到的啊⋯⋯,HcGkDrDAm08,5,Shrimp Skin is the best e -commerce interface I have ever used. Other families in the e -commerce interface.
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,辛苦了,HcGkDrDAm08,5,Thanks for your hard work
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮也是大國博弈很重要的一部分,HcGkDrDAm08,5,Shrimp skin is also a very important part of the game of a big country
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,台灣人就是一個一直喊窮可是花錢又不手軟的人XDD,HcGkDrDAm08,1,Taiwanese are a person who has been shouting poor but spending money and not soft XDD
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,pchome可以收了唄🤣,HcGkDrDAm08,4,pchome can be collected
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,希望你們有空可以做一集介紹關於uber eat和foodpanta的營收報告 這兩家都是跨國的大公司從疫情以來沒對小商家減少抽成35% 比美國的15和20%更多 公司卻宣稱沒賺錢可是卻一直請大牌在拍廣告 一方面剝削店家 降低外送員的外送薪資 有對使用者提高外送費 一魚三吃 大拍廣告 這樣算是邪惡企業嗎 尤其每次看到廣告中的那些大牌明星在那邊搖頭晃腦 卻好是不知道他們的廣告費 4從瀕臨倒閉的小商家所抽出來這樣的錢 難道不會心裡不安嗎 如果你們能夠推出這樣的分析影片 真的非常感激 不然政府好像也拿他們沒辦法,HcGkDrDAm08,1,"I hope you can do a episode of the revenue report about Uber Eat and FoodPanta. Both of these two large companies have not reduced small businesses to 15 and 20 more companies from the epidemic since the epidemic.Making money, but I have always asked big names to exploit the store on the one hand to reduce the delivery salary of the delivery staff. Is it an evil company? Especially every time I see those in the advertisement, it is a evil company.Big -name stars shake their head over there, but I do n’t know if their advertising costs 4 will have such money from the small merchants on the verge of closure.There is no way to take them"
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮不是說半中資嗎?,HcGkDrDAm08,1,Isn't shrimp skin mean half a Chinese capital?
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,用蝦皮的原因就是免運卷很多哈哈,HcGkDrDAm08,3,The reason for using shrimp skin is a lot of lucky rolls haha haha
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,"其實台灣廠商到中國,就是想少付出.多回報的心態來經營,認為中國地大.人多.傻瓜也多,容易做生意,好賺錢,從沒想過好好的改進公司,因應商場的變化",HcGkDrDAm08,1,"In fact, Taiwanese manufacturers come to China just to pay less and pay more returns to operate as much as possible to do more."
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮上市說明書中明白寫著中國騰訊持有39.7%股權，他不是不做中國市場，根本就是中資吧？而且蝦皮會成功不就是因為大量販售淘寶上的東西嗎？,HcGkDrDAm08,1,"The Shrimp Skin listing instructions understand that China Tencent's holding 397 equity is either not doing the Chinese market or Chinese capital, and the shrimp skin will be successful because it sells a lot of things on Taobao?"
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮如果可以認真過濾劣質盜版貨 還是可以在台灣常常久久的啦~,HcGkDrDAm08,3,"If the shrimp skin can be carefully filtered, the pneumatic stealing version can still be in Taiwan for a long time."
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,果然有中共股東在裏面 難怪拼命要台灣人實名制(個資),HcGkDrDAm08,3,"Sure enough, the Chinese shareholders are no wonder to desperately ask the Taiwanese real -name to make personal capital"
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,PCHOME的分析呢? 被標題騙進來,HcGkDrDAm08,2,PChome's analysis is cheated by the title
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,電商最終還是決戰在產品品質上，例如天貓逐漸追過淘寶，AMAZON在過濾商家品質，蝦皮業績逐年下降，因此這種如蝦皮大量商品來自於淘寶逐漸會被淘汰，而PCHOME最大問題就是平台系統的老舊與商品項目不靈活，而卻只在意快遞的快慢，難怪不敵MOMO。,HcGkDrDAm08,2,"In the end, e -commerce is still decisive in terms of product quality. For example, Tmall has gradually chased Taobao Amazon in filtering merchants' quality shrimp skin performance decline year by year. Therefore, a large number of products such as shrimp skin come from Taobao will gradually be eliminated.The old and product projects are not flexible but only care about express delivery. No wonder it is lost to MOMO"
2022-10-19,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,天貓逐漸追過淘寶 代表你少去掏保買東西,HcGkDrDAm08,2,Tmall gradually chased Taobao for your less insured to buy things
2022-08-16,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,PChome就輸在別人已經全台一日到貨<br>他們還在雙北一日到貨<br>系統老舊等等問題就不說了,HcGkDrDAm08,1,PCHOME lost in Taiwan for one day.
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,謝謝分享,HcGkDrDAm08,5,Thank you for sharing
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,没办法，他找了那个大哥龙代言。命运就是这样了,HcGkDrDAm08,5,There is no way he finds that big brother Long's endorsement destiny.
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,薪水變0還是很多存款啊，沒在怕啦,HcGkDrDAm08,1,The salary changes 0 or many deposits are not afraid of it
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,蝦皮也快差不多了,HcGkDrDAm08,3,Shrimp skin is almost almost the same
2022-08-06,台灣pchome快掛，印度殺死蝦皮？shopee股,comment,有時候真的覺得台灣市場雖然小，但消費能力真的很驚人，不然也不會有這麼多外國賣場，飯店，商場等等一直進來，感覺外企看見台灣的潛力,HcGkDrDAm08,3,"Sometimes I really feel that although the Taiwan market is small but the consumption power is really amazing, otherwise there will be so many foreign store hotel shopping malls, etc."
2022-10-06,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,@謝佐綱 本土的銀行都在減少據點裁員...外銀怎麼可能進來...而且提供買外幣種類也變少了...,HcGkDrDAm08,3,Xie Zuo Gang's local banks are reducing how can we come in on the base of the base and the types of foreign currency.
2022-10-06,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,@OOQJK173 沒有...只是收掉大部分的實體店而已啊,HcGkDrDAm08,3,Ooqjk173 is not just a separate physical store.
2022-10-06,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,@小新郭 你想多了，那是被拉進來分攤投資的...台灣市場被壓縮很小了...,HcGkDrDAm08,2,"Xiaoxin Guo, you think too much. The Taiwan market, which was pulled in and."
2022-09-23,台灣pchome快掛，印度殺死蝦皮？shopee股,reply,大家都不生不婚當然消費力旺盛 以後就知道慘,HcGkDrDAm08,1,"Everyone is not born or not married. Of course, after the consumption power is strong"
